address,city,country,crawl_date,hotel_brand,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,property_id,property_name,property_type,province,qts,room_count,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,special_tag,state,uniq_id,zone
"4, Municipal Road, Dalanwala, 248001 Dehradun, India – Show map",dehradun,India,2016-09-01,"","Set in Dehradun, 1.1 km from Dehradun Clock Tower, Hotel Sakoon boasts air-conditioned rooms with free WiFi. Free private parking is available on site. Rooms are equipped with a flat-screen TV with satellite channels. Some rooms have a seating area for your convenience. You will find a kettle in the room. For your comfort, you will find slippers and free toiletries. You will find a 24-hour front desk at the property. Jolly Grant Airport is 19 km from the property.","Bathroom:Toilet paper|Towels|Towels/Sheets (extra fee)|Slippers|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:Landmark view•Outdoors:Outdoor dining area•Kitchen:Dining table|Electric kettle•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Sofa|Seating Area•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Breakfast in the room|Tea/Coffee Maker•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:ATM/cash machine on site|24-hour front desk•Cleaning services:Shoeshine|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Shared lounge/TV area|Airport shuttle (surcharge)|Designated smoking area|Air conditioning|Wake-up service|Heating|Tile/Marble floor|Fan|Non-smoking rooms|Room service•Languages spoken:",3-star hotel,26,30.31991827422048,"",78.05187424495239,http://www.booking.com/hotel/in/sakoon-dehradun.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1745659,Hotel Sakoon,204,"",2016-09-01 11:52:38 +0000,11,Deluxe Room,Hotel Shiva Residency,"","","",http://www.booking.com/,Share,Uttarakhand,73953ad32bbbc754133dfe582ade8525,""
"Rail Majra, Rupnagar, Ropar, Punjab, 144533 Thaska Mīrānji, India – Show map",thaska mīrānji,India,2016-09-01,"","Offering an outdoor pool and year-round outdoor pool, Prakriti Farm is located in Thaska Mīrānji in the Punjab Region. The farm stay has a barbecue and views of the mountain, and guests can enjoy a meal at the restaurant. Free WiFi is offered and free private parking is available on site. Certain rooms feature a seating area to relax in after a busy day. You will find a kettle in the room. Bike hire and car hire are available at this farm stay and the area is popular for cycling. You can engage in various activities, such as fishing and hiking. The nearest airport is Chandigarh Airport, 70 km from the property.","Bathroom:Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Toilet|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet•View:Mountain view|Pool view|Garden view|View•Outdoors:Outdoor dining area|Outdoor furniture|Outdoor pool (all year)|Outdoor pool|Barbecue|BBQ facilities|Terrace|Garden•Kitchen:Cleaning products|Electric kettle•Room Amenities:Drying rack for clothing•Pets:Pets are allowed. Charges may be applicable.•Activities:Evening entertainment|Kids' club|Entertainment staff|Mini golf|Cycling|Hiking|Library|Bicycle rental|Children's playground|Fishing•Living Area:Dining area|Sofa|Seating Area•Food & Drink:Restaurant (buffet)|Restaurant (à la carte)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Private check-in/check-out|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Ironing service|Laundry•Business facilities:Meeting/banquet facilities•General:Adult only|Mini-market on site|Shared lounge/TV area|Airport shuttle (surcharge)|Shuttle service (surcharge)|Air conditioning|Wake-up service|Heating|Tile/Marble floor|Car hire|Packed lunches|Chapel/shrine|Gift shop|Bridal suite|Fan|Iron|Room service","",45,30.052453901811464,"",76.65847778320312,http://www.booking.com/hotel/in/prakriti-farm.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1756086,Prakriti Farm,210,"",2016-09-01 11:52:38 +0000,20,Single Room with Bathroom,"","","","",http://www.booking.com/,Share,Punjab,a907e9db5e33d9b578c572c564013a77,""
"DHS Enclave, Near Private Bus Stand Road, 571218 Virajpet, India – Show map",virajpet,India,2016-09-01,"","Featuring free WiFi and air conditioning, Badriyas Royal Apartment is located in Virajpet. Madikeri is 26 km away. Free private parking is available on site. Some units have a dining area and/or terrace. There is also a kitchen, fitted with a fridge. Towels and bed linen are featured. Badriyas Royal Apartment also includes a terrace. Grocery delivery and packed lunches are available on request. Car hire is available at the property and the area is popular for golfing.","Miscellaneous:Air conditioning|Non-smoking throughout|Heating|Lift•Common areas:Chapel/shrine|Library|Games room•Bathroom:Toilet paper|Linen|Towels|Additional bathroom|Towels/Sheets (extra fee)|Additional Toilet|Free toiletries|Hairdryer•Bedroom:Alarm clock•Building characteristics:Private flat in building•Outdoors:Terrace•Kitchen:Dining table|Coffee machine|Tumble dryer|Kitchenware|Electric kettle|Kitchen|Refrigerator•Accessibility:Upper floors accessible by lift•Room Amenities:Clothes rack|Soundproofing|Fan|Ironing Facilities•Outdoor & View:City view|View•Services & Extras:Wake-up service•Pets:Free!
Pets are allowed on request. No extra charges.•Activities:Golf course (within 3 km)•Living Area:Dining area|Desk•Food & Drink:Grocery deliveries|Vending machine (snacks)|Vending machine (drinks)|Snack bar|Packed lunches|Breakfast in the room|Room service•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Transport:Car hire•Entertainment and family services:Books, DVDs, music for children|Baby safety gates•Cleaning services:Daily maid service|Trouser press|Ironing service|Laundry•Languages spoken:","","",12.194755840266648,"",75.80360949039459,http://www.booking.com/hotel/in/badriyas-royal-apartment.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1750549,Badriyas Royal Apartment,201,"",2016-09-01 11:52:38 +0000,1,Apartment - Split Level,Bean Blossom Estate Stay|Coorg Green Nest Homes,13,6.9,"",http://www.booking.com/,Share,Karnataka,1a22c4fb1c88963123c20c92646f38bf,""
"C/O Snowden, H. No. 379/D, Mondo Pulvado Salcette, 403716 Benaulim, India – Show map",benaulim,India,2016-09-01,"","Set in Benaulim, NK Holiday Apartments is 3.7 km from Benaulim beach. Free private parking is available on site. The accommodation is air conditioned and is equipped with a flat-screen TV with cable channels. Some units include a seating area and/or balcony. There is also a kitchen, equipped with a fridge. Towels are provided. Goa International Airport is 21 km away.","Miscellaneous:Air conditioning|Family rooms|Non-smoking rooms•Bathroom:Toilet paper|Towels|Bathroom|Toilet•Bedroom:Wardrobe/Closet|Dressing Room•Building characteristics:Detached•Outdoors:Balcony•Kitchen:Kitchen|Washing Machine|Refrigerator•Room Amenities:Clothes rack|Private entrance|Fan•Pets:Pets are not allowed.•Living Area:Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|TV•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Transport:Car hire•Cleaning services:Daily maid service","",13,15.243000972042177,"",73.95004749298096,http://www.booking.com/hotel/in/nk-holiday-apartments.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1766554,NK Holiday Apartments,201,"",2016-09-01 11:52:38 +0000,21,Apartment with Balcony,Planet Hollywood Beach Resort Goa,"","","",http://www.booking.com/,Share,Goa,fd29fce99e3b4da298e9854e5c60eb9d,""
"",chennai,India,2016-09-01,"","","",3-star hotel,"",12.9726090938898,"",80.1909108459949,http://www.booking.com/hotel/in/fabhotel-omr-sholinganullur.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 11:52:38 +0000,"",Deluxe Double Room,"","",7.8,"",http://www.booking.com/,"",Tamil Nadu,4774d94314ee8041f68f320de5aa308e,""
"Chichoga Village , P.O.Manali Near Hotel Vintage, Aleo, 175131 Manāli, India – This neighbourhood is a great choice for travellers interested in sightseeing, mountains, and nature – Check location Show map",manāli,India,2016-09-01,"","Offering a terrace and views of the mountain, Hotel Mai Vrindavan is set in the Aleo district in Manāli. Guests can enjoy the on-site restaurant. Free private parking is available on site. The rooms are fitted with a flat-screen TV with satellite channels. Certain units include a seating area to relax in after a busy day. You will find a kettle in the room. Each room is equipped with a private bathroom with a bath or shower and bidet, with bathrobes and slippers provided. Hotel Mai Vrindavan features free WiFi . You will find a 24-hour front desk at the property. The hotel also offers bike hire. Hidimba Devi Temple is 1.4 km from Hotel Mai Vrindavan, while Tibetan Monastery is 400 metres away. The nearest airport is Gaggal Airport, 88 km from the property. Aleo is a great choice for travellers interested in sightseeing, mountains and nature.","Bathroom:Toilet paper|Linen|Towels|Bidet|Towels/Sheets (extra fee)|Bath or Shower|Slippers|Bathroom|Toilet|Free toiletries|Bathrobe|Shower•Bedroom:Wardrobe/Closet|Alarm clock|Dressing Room•View:City view|Landmark view|Mountain view|Garden view|View•Outdoors:Terrace|Garden•Kitchen:Children's high chair|Electric kettle•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Kids' club|Nightclub/DJ|Library|Bicycle rental|Games room•Living Area:Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Special diet menus (on request)|Snack bar|Restaurant (buffet)|Restaurant (à la carte)|Breakfast in the room|Restaurant|Minibar|Tea/Coffee Maker•Internet:Free!
WiFi is available in some hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Private check-in/check-out|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Business centre•General:Grocery deliveries|Shared lounge/TV area|Airport shuttle (surcharge)|Shuttle service (surcharge)|Designated smoking area|Executive Lounge Access|Wake-up service|Heating|Private entrance|Car hire|Packed lunches|Carpeted|Bridal suite|VIP room facilities|Fan|Family rooms|Non-smoking rooms|Newspapers|Wake Up Service/Alarm Clock|Room service•Languages spoken:",4-star hotel,18,32.240721355187915,Aleo,77.1926940066071,http://www.booking.com/hotel/in/mai-vrindavan.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1768013,Hotel Mai Vrindavan,204,Aleo,2016-09-01 11:52:38 +0000,11,Superior Double Room,The Sunshine Heritage,"","","",http://www.booking.com/,Share,Himachal Pradesh,162b39663e5b36ab20ee551189100914,Aleo
"Ahilyabai Holkar Marg, Tidke colony,, 422002 Nashik, India – Show map",nashik,India,2016-09-01,"","One of our top picks in Nashik. Offering a barbecue and spa centre, The SSK Solitaire Hotel & Banquets is set in Nashik in the Maharashtra Region. Guests can enjoy the on-site bar. Free private parking is available on site. Each room at this hotel is air conditioned and has a flat-screen TV. Every room comes with a private bathroom. For your comfort, you will find slippers and free toiletries. The SSK Solitaire Hotel & Banquets features free WiFi . There is a hairdresser's at the property.","Bathroom:Toilet paper|Linen|Towels|Bath or Shower|Slippers|Bathroom|Toilet|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet•Outdoors:BBQ facilities•Kitchen:Dining table•Pets:Pets are not allowed.•Activities:Massage|Spa and wellness centre•Living Area:Sofa|Desk•Media & Technology:Flat-screen TV|Satellite Channels|Telephone•Food & Drink:Restaurant (buffet)|Breakfast in the room|Bar|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Concierge service|24-hour front desk•Cleaning services:Laundry•Business facilities:Business centre|Meeting/banquet facilities•General:Airport shuttle (surcharge)|Air conditioning|Wake-up service|Safety deposit box|Lift|Barber/beauty shop|Newspapers|Safety Deposit Box|Room service•Languages spoken:",3-star hotel,"",19.99123718483764,"",73.77591848373413,http://www.booking.com/hotel/in/the-ssk-solitaire-amp-banquets.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1752453,The SSK Solitaire Hotel & Banquets,204,"",2016-09-01 11:52:38 +0000,17,Deluxe Double Room,Ibis Nashik|Hotel New Holiday Plaza|DS Group - Guest House and Serviced Apartment,6,8.1,"",http://www.booking.com/,Share,Maharashtra,d498029a83086437dfe6e7f6fe3d771f,""
"Plot N. 1770 Opp. Dev Samaj College , Sukhna Path, Sector 45, Chandigarh, 160047 Chandīgarh, India – Show map",chandīgarh,India,2016-09-01,"","Hotel Golden Paradise offers accommodation in Chandīgarh. Free WiFi is featured and free private parking is available on site. You will find a 24-hour front desk at the property. Rock Garden is 7 km from Hotel Golden Paradise, while Mohali Cricket Stadium is 3.1 km from the property. The nearest airport is Chandigarh Airport, 4 km from Hotel Golden Paradise.","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Slippers|Toilet|Shower•View:View•Outdoors:Terrace•Kitchen:Cleaning products•Pets:Pets are not allowed.•Activities:Hot spring bath•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:ATM/cash machine on site|Luggage storage|Ticket service|Currency exchange|24-hour front desk•Cleaning services:Daily maid service|Ironing service|Dry cleaning|Laundry•General:Air conditioning|Heating|Tile/Marble floor|Soundproofing|Chapel/shrine|Fan|Non-smoking rooms|Iron|Newspapers|Safety Deposit Box|Room service","","",30.70690345277406,"",76.76391216112972,http://www.booking.com/hotel/in/golden-paradise-chandigarh.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1758909,Hotel Golden Paradise,204,"",2016-09-01 11:52:38 +0000,20,Deluxe Double Room,New Chandigarh Holiday Home,"","","",http://www.booking.com/,Share,Chandigarh,eb69f55c879fb6741070647144fb224d,""
"",kāla,India,2016-09-01,"","","",1 stars,"",17.1861552103326,"",74.1333711147308,http://www.booking.com/hotel/in/super-cozy-i-bhk.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 11:52:38 +0000,"",Superior Double or Twin Room with City View,"","",8.4,"",http://www.booking.com/,"",Maharashtra,5be189d5c3a14581eb86e69301bc957f,""
"Flat No.8, Ground Floor, Lagoon Apartment, Porba Waddo, 403516 Calangute, India – Great location -",calangute,India,2016-09-01,"","Situated in Calangute, Goa Homeland - Calangute is 500 m from Infantaria. St. Alex Church is 1.1 km from the property. All units include a flat-screen TV. Some units are air conditioned and include a seating and/or dining area. There is also a kitchen, equipped with a fridge. Each unit is equipped with a private bathroom with free toiletries. Towels are available. Tito's Club is 1.2 km from Goa Homeland - Calangute, while Casino Palms is 1.6 km away. The nearest airport is Goa International Airport, 20 km from the property.","Miscellaneous:Air conditioning|Family rooms•Outdoors:Garden•Pets:Pets are not allowed.•Internet:WiFi is available in some hotel rooms and costs  INR  100 per  24 hours.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Transport:Car hire•Cleaning services:Ironing service|Laundry•General:Paid WiFi","","",15.549645862642631,"",73.7626888230443,http://www.booking.com/hotel/in/palm-tree-apartment.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1754593,Goa Homeland - Calangute,201,"",2016-09-01 11:52:38 +0000,2,Superior Double or Twin Room with City View,Pool Facing Apartment|Quarto de Casa Tipri,136,7.5,"",http://www.booking.com/,Share,Goa,e29e46345836f978c475e1f792bae2c0,""
"Padinjare Nada, Chottanikkara, Thrippunithura, Ernakulam, 682312 Chottanikara, India – Show map",chottanikara,India,2016-09-01,"","Indraprastha Residency is situated in Chottanikara, 13 km from Cochin. Each room has a private bathroom. Indraprastha Residency features free WiFi . A flat-screen TV is offered. You will find a 24-hour front desk at the property. The hotel also offers car hire. Alleppey is 45 km from Indraprastha Residency, while Kumarakom is 39 km from the property. The nearest airport is Kochi International Airport, 25 km from Indraprastha Residency.","Bathroom:Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Free toiletries|Shower•View:View•Pets:Pets are not allowed.•Living Area:Desk•Media & Technology:Satellite Channels|Telephone|TV•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Services:Daily maid service|ATM/cash machine on site|Luggage storage|Tour desk|Car hire|Currency exchange|Barber/beauty shop|Laundry|24-hour front desk•General:Hypoallergenic|Non-smoking throughout|Tile/Marble floor|Soundproofing|Soundproof rooms|Lift|Fan|Family rooms|Newspapers•Languages spoken:","","",9.93321459566998,"",76.3893516361713,http://www.booking.com/hotel/in/indraprastha-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1759286,Indraprastha Residency,204,"",2016-09-01 11:52:38 +0000,62,Budget Double Room,Hospitality Inn Cochin,6,5.9,Cleanliness:5.4|Comfort:5.4|Location:6.3|Facilities:7.1|Staff:5.4|Value for money:5.8,http://www.booking.com/,Share,Kerala,d30ee236e922eee32a2d7771ec74589e,""
"Rajbagh Extension, 190008 Srinagar, India – Show map",srinagar,India,2016-09-01,"","Featuring free WiFi, a restaurant and a barbecue, The Legend Residency offers accommodation in Srinagar. Guests can enjoy the on-site restaurant. Free private parking is available on site. The rooms have a flat-screen TV. Certain units feature a seating area where you can relax. You will find a kettle in the room. The rooms are fitted with a private bathroom equipped with a bath or shower. Extras include slippers and free toiletries. There is a 24-hour front desk, a cash machine and shops at the property. The hotel also offers car hire. Dal Lake is 3.2 km from The Legend Residency, while Lal Chowk Ghantaghar is 2 km away. The nearest airport is Srinagar Airport, 10 km from the property.","Outdoors:BBQ facilities|Garden•Kitchen:Shared kitchen•Pets:Pets are not allowed.•Activities:Children's playground•Food & Drink:Restaurant (buffet)|Restaurant (à la carte)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Reception services:ATM/cash machine on site|Luggage storage|Ticket service|Tour desk|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Airport shuttle (surcharge)|Shuttle service (surcharge)|Designated smoking area|Shops (on site)|Heating|Car hire|Packed lunches|Bridal suite|Family rooms|Non-smoking rooms|Newspapers|Room service•Languages spoken:",2-star hotel,"",34.06679300788089,"",74.831977263093,http://www.booking.com/hotel/in/the-legend-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1752745,The Legend Residency,204,"",2016-09-01 11:52:38 +0000,12,Deluxe Double Room,"","","","",http://www.booking.com/,Share,Jammu & Kashmir,f4d14012a63898ea29751cde5355272f,""
"CM 8/4, Siddhivinayak Plaza, Vaishali Chokdi, Gunjan, G.I.D.C, 396195 Vapi, India – Great location -",vapi,India,2016-09-01,"",Hotel The Blossom offers pet-friendly accommodation in Vapi. Guests can enjoy the on-site restaurant. Free private parking is available on site. Rooms are equipped with a flat-screen TV. Some units have a seating area to relax in after a busy day. You will find a kettle in the room. The rooms include a private bathroom. Hotel The Blossom features free WiFi throughout the property. There is a 24-hour front desk at the property. The hotel also offers car hire. Surat Airport is 85 km from the property.,"Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet|Extra Long Beds (> 2 metres)•Outdoors:Terrace•Kitchen:Dining table|Electric kettle•Room Amenities:Clothes rack•Pets:Pets are allowed on request. Charges may be applicable.•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV•Food & Drink:Restaurant (buffet)|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Daily maid service|Airport shuttle (surcharge)|Shuttle service (surcharge)|Wake-up service|Car hire|Laundry|24-hour front desk|Meeting/banquet facilities|Room service•General:Designated smoking area|Air conditioning|Non-smoking throughout|Tile/Marble floor|Lift|Newspapers•Languages spoken:",2-star hotel,25,20.37510941489891,"",72.91916728019714,http://www.booking.com/hotel/in/the-blossom.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1763860,Hotel The Blossom,204,"",2016-09-01 11:52:38 +0000,32,Executive Double Room,Hotel Silver Leaf,51,7.4,"",http://www.booking.com/,Share,Gujarat,229f9a1f87071d3d69f919bd422e7a0d,""
"laxman sahay lane , station road, 823002 Gaya, India – Great location -",gaya,India,2016-09-01,"","Situated in Gaya in the Bihar Region, 2.9 km from Vishnupad Temple, Hotel Prem boasts a sun terrace and views of the city. Each room includes a TV. Some rooms include a seating area for your convenience. A terrace or balcony are featured in certain rooms. Hotel Prem features free WiFi . You will find room service at the property. The nearest airport is Gaya International Airport, 8 km from Hotel Prem.","Bathroom:Toilet paper|Towels|Towels/Sheets (extra fee)|Free toiletries|Bath|Shower•View:City view|View•Outdoors:Sun terrace|Balcony|Terrace•Kitchen:Cleaning products•Pets:Pets are not allowed.•Living Area:Seating Area•Media & Technology:Telephone|TV•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Reception services:Private check-in/check-out|Luggage storage•Cleaning services:Daily maid service|Trouser press|Shoeshine|Laundry•Business facilities:Fax/photocopying•General:Mini-market on site|Shops (on site)|Wake-up service|Tile/Marble floor|Fan|Barber/beauty shop|Ironing Facilities|Newspapers|Room service•Languages spoken:",4-star hotel,"",24.802995078322503,"",85.00334526011886,http://www.booking.com/hotel/in/prem.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1760537,Hotel Prem,204,"",2016-09-01 11:52:38 +0000,16,Deluxe Double Room (2 Adults + 1 Child),Bodhgaya Regency Hotel,47,5.7,"",http://www.booking.com/,Share,Bihar,7f969de1a9c1030eb8b7380c69af0c96,""
